ItemNumber,Giro,Genero,Articulo,Material_o_Especificaciones,Attr_o_Gauge,Medida,MedidaAd,Color,Distribuidora,Empaque,Precio,MinOrder,TermEntrega,TermPago,CodSinDist,CodConDist
1227,3,2,Clip,CLIP SCREEN plastico,CORTO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1193,3,2,Clip,CLIP SCREEN plastico,LARGO,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5658,3,10,Coa,COA ACERO 55,19987,BACO140,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5003,3,10,Coa,COA BEST VALUE,SIN CABO,2.5 LB,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5223,3,10,Coa,COA C/CABO,130701,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6429,3,10,Coa,COA C/CABO,550/595,T/NA,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5196,3,10,Coa,COA C/CABO TRUPER,18650,SCR4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5047,3,10,Coa,COA C/CABO TRUPER,18652,7,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5051,3,10,Coa,COA C/CABO TRUPER,19880,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5002,3,10,Coa,COA S/CABO,77550/95,T/NA,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4238,3,11,Codo,CODO,BRONCE,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5187,3,11,Codo,CODO,BRONCE,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6225,3,11,Codo,CODO,BRONCE,01/04/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6081,3,11,Codo,CODO,BRONCE,03/08/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
683,3,2,Corder,CORDER ROPA POLY,POLY,100,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
678,3,2,Collar,COLLAR PERRO,,GDE,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
677,3,2,Collar,COLLAR PERRO,UPC01A,MED,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
676,3,2,Collar,COLLAR PERRO,UPC03C,PEQ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6708,3,2,Collar,COLLAR PERRO NYLON,1,24/26/28,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6704,3,2,Collar,COLLAR PERRO NYLON,01/16/21,18/20/22,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6700,3,2,Collar,COLLAR PERRO NYLON,1/2/2012,14/16/18,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
608,3,2,Comb Switch,COMB SWITCH IVORY,5225I,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
614,3,2,Comb Switch,COMB SWITCH IVORY,COAP-S,46001,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6511,3,2,Comb Switch,COMB SWITCH IVORY CH,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6118,3,2,Comb Switch,COMB SWITCH WHITE,5225W,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6501,3,2,Comb Switch,COMB SWITCH WHITE CH,U18,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5131,3,1,Comelón,COMELON,,2 TON,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5132,3,1,Comelón,COMELON,,4 TON,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5135,3,1,Comelón,COMELON CADENA,16842,1 1/2 TO,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5134,3,1,Comelón,COMELON TOLSEN,62442,2 TON,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
427,3,11,Compresor,COMP AD HEMBRA TW,,1/2-3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
448,3,11,Compresor,COMP AD HEMBRA TW,LF,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1778,3,11,Compresor,COMP AD HEMBRA TW,R1116C,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
417,3,11,Compresor,COMP AD HEMBRA USA,66A-10,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
416,3,11,Compresor,COMP AD HEMBRA USA,66A-14,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
428,3,11,Compresor,COMP AD HEMBRA USA,66A-6C,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
447,3,11,Compresor,COMP AD MACHO,,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6217,3,11,Compresor,COMP AD MACHO,68A-2A,01/08/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1779,3,11,Compresor,COMP AD MACHO TW,,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1783,3,11,Compresor,COMP AD MACHO TW,1117C,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
449,3,11,Compresor,COMP AD MACHO TW,LF,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
431,3,11,Compresor,COMP AD MACHO TW,LF,1/2-3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
402,3,11,Compresor,COMP AD MACHO USA,68A-10,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
413,3,11,Compresor,COMP AD MACHO USA,68A-14,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
432,3,11,Compresor,COMP AD MACHO USA,68A-6C,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6293,3,11,Compresor,COMP AD HEMBRA USA,66A-6D,1/2-3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
433,3,11,Compresor,COMP ANILLA SOLA,60A-14,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
435,3,11,Compresor,COMP ANILLA SOLA,60A-3,3/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
436,3,11,Compresor,COMP ANILLA SOLA,60A-4,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
437,3,11,Compresor,COMP ANILLA SOLA,60A-6,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
468,3,11,Compresor,COMP ANILLA SOLA,PVC,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
438,3,11,Compresor,COMP ANILLA SOLA,R1110B,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
434,3,11,Compresor,COMP ANILLA SOLA  PV,PVC,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6438,3,11,Compresor,COMP CAP,,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5082,3,11,Compresor,COMP CAP,N5CT-6,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
451,3,11,Compresor,COMP CODO HEMBRA TW,P70-108,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
441,3,11,Compresor,COMP CODO HEMBRA US,70A-10,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
450,3,11,Compresor,COMP CODO MACHO TW,69-108,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
440,3,11,Compresor,COMP CODO MACHO USA,69A-10,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1782,3,11,Compresor,COMP CODO TW,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
666,3,11,Compresor,COMP CODO TW,1115BB,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
418,3,11,Compresor,COMP CODO TW,65-CB,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
705,3,11,Compresor,COMP CODO TW,R1115D,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6437,3,11,Compresor,COMP CODO USA,,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
419,3,11,Compresor,COMP CODO USA,65A-10,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
420,3,11,Compresor,COMP CODO USA,65A-1414,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6646,3,11,Compresor,COMP FLEX DELTA  H/C,R1216BB,20 SS,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6029,3,11,Compresor,COMP FLEX DELTA SS T,48037,20,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5083,3,11,Compresor,COMP INSERT LF,60AE-4,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5133,3,11,Compresor,COMP INSERT LF,60AE-6,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
463,3,11,Compresor,COMP LLAVE ANG LF,18-003LF,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
421,3,11,Compresor,COMP LLAVE ANG TW,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
426,3,11,Compresor,COMP LLAVE ANG USA,OCR19TZX,1/2 LF,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1151,3,11,Compresor,COMP LLAVE CUNA TW,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
442,3,11,Compresor,COMP LLAVE PASO TW,R212A,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1133,3,11,Compresor,COMP LLAVE PASO,R212B,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2196,3,11,Compresor,COMP LLAVE PASO BOLA,107-023N,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2209,3,11,Compresor,COMP LLAVE PASO LF,3401758,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6107,3,11,Compresor,COMP TEE MACHO,72A-10,01/02/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
408,3,11,Compresor,COMP TEE RED USA,64A-664,3/8-1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1776,3,11,Compresor,COMP TEE TW,1114AA,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1777,3,11,Compresor,COMP TEE TW,1114BB,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6230,3,11,Compresor,COMP TEE TW,R1114F,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
423,3,11,Compresor,COMP TEE TW,TW,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
406,3,11,Compresor,COMP TEE USA,64A-10,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
404,3,11,Compresor,COMP TEE USA,64A-1414,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
405,3,11,Compresor,COMP TEE USA,64A-66,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
415,3,11,Compresor,COMP TUERCA,61A-14,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
401,3,11,Compresor,COMP TUERCA,61A-6,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
414,3,11,Compresor,COMP TUERCA LF,61A-10,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
453,3,11,Compresor,COMP TUERCA TW,,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6425,3,11,Compresor,COMP UNION,,3/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6108,3,11,Compresor,COMP UNION,62A-22,01/08/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2151,3,11,Compresor,COMP UNION  TW,999010,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6064,3,11,Compresor,COMP UNION RED TW,,1/2-3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6059,3,11,Compresor,COMP UNION RED TW,,3/8-1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
85,3,11,Compresor,COMP UNION TW,84758200,03/08/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6057,3,11,Compresor,COMP UNION TW,LF,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
452,3,11,Compresor,COMP UNION TW,P-62-5,5/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6229,3,11,Compresor,COMP UNION TW LF,R1113A,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6180,3,11,Compresor,COMP UNION USA,62-3,03/16/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
409,3,11,Compresor,COMP UNION USA,62A-44,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
422,3,11,Compresor,COMP UNION USA,62A-55,5/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
410,3,11,Compresor,COMP UNION USA,62A-66,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
412,3,11,Compresor,COMP UNION USA,62A141,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6007,3,11,Compresor,COMPRESOR AIRE 12V,21689,COMP12P,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5342,3,3,Conector,CONECTOR EMT,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
539,3,3,Conector,CONECTOR EMT,300,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
540,3,3,Conector,CONECTOR UF,135,03/08/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
8,3,5,Cono,CONO SEGURIDAD 27.5,13123,CONO70R,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
17,3,5,Cono,CONO SEGURIDAD 35,13127,CONO90R,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
547,3,7,Contac,CONTAC CEMENT,ROJO,QTO,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
709,3,7,PVC,CONTINUOS WASTE PVC,CENTRO,TW,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
710,3,7,PVC,CONTINUOS WASTE PVC,ESQ,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4408,3,7,Copa Magnética,COPA MAGNETICA,15111,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4409,3,7,Copa Magnética,COPA MAGNETICA,15112,5/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4410,3,7,Copa Magnética,COPA MAGNETICA,15113,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6390,3,7,Copa Magnética,COPA MAGNETICA,608-560,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6391,3,7,Copa Magnética,COPA MAGNETICA,608-564,5/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2795,3,7,Copa Magnética,COPA MAGNETICA SWD,,3/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
704,3,7,Copa Magnética,COPA MAGNETICA SWD,,5/16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
707,3,7,Copa Magnética,COPA MAGNETICA SWD,CM14,1/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4628,3,7,Copa Wing Nut,COPA WING NUT,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6518,3,5,Cordel,CORDEL ROPA FORRADO,VERDE,3.5X50,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
682,3,5,Corder,CORDER ROPA  PLAST,24/50,50,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6517,3,5,Corder,CORDER ROPA FORRADO,VERDE,3.5X100,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6567,3,5,Correa,CORDER ROPA FORRADO,VERDE,5.0X100,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3970,3,5,Correa,CORREA ESLINGA C/GAN,18344,2 X 5.8M,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3969,3,1,Corta Cerámica,CORREA ESLINGA OJO,17477,4 X 19,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3662,3,1,Corta Cerámica,CORTA CERAMICA,CAZ-33,14 PULG,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3664,3,1,Corta Cerámica,CORTA CERAMICA,CAZ-40,17 PULG,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
524,3,1,Corta Cerámica,CORTA CERAMICA,POCKET,40,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6110,3,1,Corta Cerámica,CORTA CERAMICA,POCKET,50,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2348,3,1,Corta Cerámica,CORTA CERAMICA,TS-30,14 PULG,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2349,3,1,Corta Cerámica,CORTA CERAMICA,TS-40,16 PULG,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6286,3,1,Corta Cerámica,CORTA CERAMICA,TS-50,22 PULG,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2350,3,1,Corta Cerámica,CORTA CERAMICA,TS-60,25 PULG,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2786,3,1,Cortador Maleza,CORTADOR MALEZA,19683,WEC-14,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4587,3,1,Cortatubo,CORTATUBO,12851,COT30E,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4422,3,1,Cortatubo,CORTATUBO,350F,1/8-11/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4570,3,1,Cortatubo,CORTATUBO,64104,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
504,3,1,Cortatubo,CORTATUBO,701,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
503,3,1,Cortatubo,CORTATUBO,725,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5169,3,1,Cortatubo,CORTATUBO,750,2 QUICK,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4490,3,1,Cortatubo,CORTATUBO,COT-32,32mm,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4491,3,1,Cortatubo,CORTATUBO,COT-50,50mm,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4489,3,1,Cortatubo,CORTATUBO,COT30,30mm,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
508,3,1,Cortatubo,CORTATUBO (MINI) TW,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4579,3,1,Cortatubo,CORTATUBO ECO,20960,COTP,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1649,3,1,Cortatubo,CORTATUBO HD TW,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6333,3,1,Cortatubo,CORTATUBO MINI,121153,SULTEK,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4421,3,1,Cortatubo,CORTATUBO MINI,64100,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
502,3,1,Cortatubo,CORTATUBO MINI,722,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4488,3,1,Cortatubo,CORTATUBO MINI,COT-16,16mm,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4098,3,1,Cortatubo,CORTATUBO MINI TOLSE,33003,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4047,3,1,Cortatubo,CORTATUBO TOLSEN,33004,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
507,3,1,Cortatubo,CORTATUBO TW,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4405,3,1,Cortatubo,CORTATUBO TW,37-013-1,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6364,3,7,CPVC,CPVC AD  MACHO,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6365,3,7,CPVC,CPVC AD  MACHO,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6374,3,7,CPVC,CPVC AD HEMBRA,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6375,3,7,CPVC,CPVC AD HEMBRA,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6366,3,7,Cap,CPVC CAP,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6367,3,7,Cap,CPVC CAP,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6376,3,11,Codo,CPVC CODO,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6377,3,11,Codo,CPVC CODO,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6382,3,11,Codo,CPVC CODO C/ROSCA OR,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6381,3,7,Curva,CPVC CURVA,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6523,3,7,Curva,CPVC CURVA,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6434,3,7,Curva,CPVC CURVA NIPLE,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6428,3,5,Llave,CPVC LLAVE BOLA,35-002-1,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6430,3,5,Llave,CPVC LLAVE BOLA,CPVC-462,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6573,3,5,Pega,CPVC PEGA,,1/2 pt,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6378,3,5,Pega,CPVC PEGA,,1/4 PT,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6372,3,2,Red Bush,CPVC RED BUSH,,3/4-1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6370,3,2,Tee,CPVC TEE,,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6371,3,2,Tee,CPVC TEE,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6544,3,2,Tee,CPVC TEE RED,,3/4 X1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6538,3,7,CPVC,CPVC TRANS AL HEMBRA,,03/04/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6540,3,7,CPVC,CPVC TRANS AL MACHO,,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
